80 , 344 , 344 , 344 , 344 , 344 , 344 , 344 , 344 , 344 , 344
81 , 338 , 338 , 338 , 338 , 338 , 338 , 338 , 338 , 338 , 338
82 , 332 , 332 , 332 , 332 , 332 , 332 , 332 , 332 , 332 , 332
83 , 326 , 326 , 326 , 326 , 326 , 326 , 326 , 326 , 326 , 326
84 , 320 , 320 , 320 , 320 , 320 , 320 , 320 , 320 , 320 , 320
85 , 315 , 315 , 315 , 315 , 315 , 315 , 315 , 315 , 315 , 315
86 , 309 , 309 , 309 , 309 , 309 , 309 , 309 , 309 , 309 , 309
87 , 303 , 303 , 303 , 303 , 303 , 303 , 303 , 303 , 303 , 303
88 , 297 , 297 , 297 , 297 , 297 , 297 , 297 , 297 , 297 , 297
89 , 291 , 291 , 291 , 291 , 291 , 291 , 291 , 291 , 291 , 291
90 , 284 , 284 , 284 , 284 , 284 , 284 , 284 , 284 , 284 , 284
91 , 277 , 277 , 277 , 277 , 277 , 277 , 277 , 277 , 277 , 277
92 , 269 , 269 , 269 , 269 , 269 , 269 , 269 , 269 , 269 , 269
93 , 261 , 261 , 261 , 261 , 261 , 261 , 261 , 261 , 261 , 261
94 , 252 , 252 , 252 , 252 , 252 , 252 , 252 , 252 , 252 , 252
95 , 244 , 244 , 244 , 244 , 244 , 244 , 244 , 244 , 244 , 244
96 , 235 , 235 , 235 , 235 , 235 , 235 , 235 , 235 , 235 , 235
97 , 226 , 226 , 226 , 226 , 226 , 226 , 226 , 226 , 226 , 226
98 , 218 , 218 , 218 , 218 , 218 , 218 , 218 , 218 , 218 , 218
99 , 211 , 211 , 211 , 211 , 211 , 211 , 211 , 211 , 211 , 211
100 , 204 , 204 , 204 , 204 , 204 , 204 , 204 , 204 , 204 , 204
101 , 197 , 197 , 197 , 197 , 197 , 197 , 197 , 197 , 197 , 197
102 , 192 , 192 , 192 , 192 , 192 , 192 , 192 , 192 , 192 , 192
103 , 188 , 188 , 188 , 188 , 188 , 188 , 188 , 188 , 188 , 188
104 , 185 , 185 , 185 , 185 , 185 , 185 , 185 , 185 , 185 , 185
105 , 182 , 182 , 182 , 182 , 182 , 182 , 182 , 182 , 182 , 182
106 , 180 , 180 , 180 , 180 , 180 , 180 , 180 , 180 , 180 , 180
107 , 179 , 179 , 179 , 179 , 179 , 179 , 179 , 179 , 179 , 179
108 , 178 , 178 , 178 , 178 , 178 , 178 , 178 , 178 , 178 , 178
109 , 178 , 178 , 178 , 178 , 178 , 178 , 178 , 178 , 178 , 178
110 , 179 , 179 , 179 , 179 , 179 , 179 , 179 , 179 , 179 , 179
111 , 180 , 180 , 180 , 180 , 180 , 180 , 180 , 180 , 180 , 180
112 , 181 , 181 , 181 , 181 , 181 , 181 , 181 , 181 , 181 , 181
113 , 183 , 183 , 183 , 183 , 183 , 183 , 183 , 183 , 183 , 183
114 , 185 , 185 , 185 , 185 , 185 , 185 , 185 , 185 , 185 , 185
115 , 188 , 188 , 188 , 188 , 188 , 188 , 188 , 188 , 188 , 188
116 , 190 , 190 , 190 , 190 , 190 , 190 , 190 , 190 , 190 , 190
117 , 192 , 192 , 192 , 192 , 192 , 192 , 192 , 192 , 192 , 192
118 , 195 , 195 , 195 , 195 , 195 , 195 , 195 , 195 , 195 , 195
119 , 197 , 197 , 197 , 197 , 197 , 197 , 197 , 197 , 197 , 197
120 , 199 , 199 , 199 , 199 , 199 , 199 , 199 , 199 , 199 , 199
121 , 200 , 200 , 200 , 200 , 200 , 200 , 200 , 200 , 200 , 200
122 , 201 , 201 , 201 , 201 , 201 , 201 , 201 , 201 , 201 , 201
123 , 202 , 202 , 202 , 202 , 202 , 202 , 202 , 202 , 202 , 202
124 , 202 , 202 , 202 , 202 , 202 , 202 , 202 , 202 , 202 , 202
125 , 202 , 202 , 202 , 202 , 202 , 202 , 202 , 202 , 202 , 202
126 , 202 , 202 , 202 , 202 , 202 , 202 , 202 , 202 , 202 , 202
127 , 202 , 202 , 202 , 202 , 202 , 202 , 202 , 202 , 202 , 202
128 , 201 , 201 , 201 , 201 , 201 , 201 , 201 , 201 , 201 , 201
129 , 201 , 201 , 201 , 201 , 201 , 201 , 201 , 201 , 201 , 201
130 , 200 , 200 , 200 , 200 , 200 , 200 , 200 , 200 , 200 , 200
131 , 199 , 199 , 199 , 199 , 199 , 199 , 199 , 199 , 199 , 199
132 , 198 , 198 , 198 , 198 , 198 , 198 , 198 , 198 , 198 , 198
133 , 198 , 198 , 198 , 198 , 198 , 198 , 198 , 198 , 198 , 198
134 , 197 , 197 , 197 , 197 , 197 , 197 , 197 , 197 , 197 , 197
135 , 196 , 196 , 196 , 196 , 196 , 196 , 196 , 196 , 196 , 196
136 , 196 , 196 , 196 , 196 , 196 , 196 , 196 , 196 , 196 , 196
137 , 196 , 196 , 196 , 196 , 196 , 196 , 196 , 196 , 196 , 196
138 , 197 , 197 , 197 , 197 , 197 , 197 , 197 , 197 , 197 , 197
139 , 197 , 197 , 197 , 197 , 197 , 197 , 197 , 197 , 197 , 197
140 , 199 , 199 , 199 , 199 , 199 , 199 , 199 , 199 , 199 , 199
141 , 200 , 200 , 200 , 200 , 200 , 200 , 200 , 200 , 200 , 200
142 , 203 , 203 , 203 , 203 , 203 , 203 , 203 , 203 , 203 , 203
143 , 206 , 206 , 206 , 206 , 206 , 206 , 206 , 206 , 206 , 206
144 , 210 , 210 , 210 , 210 , 210 , 210 , 210 , 210 , 210 , 210
145 , 214 , 214 , 214 , 214 , 214 , 214 , 214 , 214 , 214 , 214
146 , 220 , 220 , 220 , 220 , 220 , 220 , 220 , 220 , 220 , 220
147 , 227 , 227 , 227 , 227 , 227 , 227 , 227 , 227 , 227 , 227
148 , 234 , 234 , 234 , 234 , 234 , 234 , 234 , 234 , 234 , 234
149 , 244 , 244 , 244 , 244 , 244 , 244 , 244 , 244 , 244 , 244
150 , 254 , 254 , 254 , 254 , 254 , 254 , 254 , 254 , 254 , 254
151 , 266 , 266 , 266 , 266 , 266 , 266 , 266 , 266 , 266 , 266
152 , 279 , 279 , 279 , 279 , 279 , 279 , 279 , 279 , 279 , 279
153 , 293 , 293 , 293 , 293 , 293 , 293 , 293 , 293 , 293 , 293
154 , 308 , 308 , 308 , 308 , 308 , 308 , 308 , 308 , 308 , 308
155 , 323 , 323 , 323 , 323 , 323 , 323 , 323 , 323 , 323 , 323
156 , 339 , 339 , 339 , 339 , 339 , 339 , 339 , 339 , 339 , 339
157 , 354 , 354 , 354 , 354 , 354 , 354 , 354 , 354 , 354 , 354
158 , 368 , 368 , 368 , 368 , 368 , 368 , 368 , 368 , 368 , 368
159 , 382 , 382 , 382 , 382 , 382 , 382 , 382 , 382 , 382 , 382
160 , 394 , 394 , 394 , 394 , 394 , 394 , 394 , 394 , 394 , 394
161 , 405 , 405 , 405 , 405 , 405 , 405 , 405 , 405 , 405 , 405
162 , 415 , 415 , 415 , 415 , 415 , 415 , 415 , 415 , 415 , 415
163 , 423 , 423 , 423 , 423 , 423 , 423 , 423 , 423 , 423 , 423
164 , 430 , 430 , 430 , 430 , 430 , 430 , 430 , 430 , 430 , 430
165 , 435 , 435 , 435 , 435 , 435 , 435 , 435 , 435 , 435 , 435
166 , 440 , 440 , 440 , 440 , 440 , 440 , 440 , 440 , 440 , 440
167 , 443 , 443 , 443 , 443 , 443 , 443 , 443 , 443 , 443 , 443
168 , 446 , 446 , 446 , 446 , 446 , 446 , 446 , 446 , 446 , 446
169 , 448 , 448 , 448 , 448 , 448 , 448 , 448 , 448 , 448 , 448
170 , 449 , 449 , 449 , 449 , 449 , 449 , 449 , 449 , 449 , 449
171 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450
172 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450
173 , 451 , 451 , 451 , 451 , 451 , 451 , 451 , 451 , 451 , 451
174 , 451 , 451 , 451 , 451 , 451 , 451 , 451 , 451 , 451 , 451
175 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450
176 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450
177 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450
178 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450
179 , 449 , 449 , 449 , 449 , 449 , 449 , 449 , 449 , 449 , 449
180 , 449 , 449 , 449 , 449 , 449 , 449 , 449 , 449 , 449 , 449
181 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450
182 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450
183 , 451 , 451 , 451 , 451 , 451 , 451 , 451 , 451 , 451 , 451
184 , 452 , 452 , 452 , 452 , 452 , 452 , 452 , 452 , 452 , 452
185 , 452 , 452 , 452 , 452 , 452 , 452 , 452 , 452 , 452 , 452
186 , 453 , 453 , 453 , 453 , 453 , 453 , 453 , 453 , 453 , 453
187 , 453 , 453 , 453 , 453 , 453 , 453 , 453 , 453 , 453 , 453
188 , 452 , 452 , 452 , 452 , 452 , 452 , 452 , 452 , 452 , 452
189 , 452 , 452 , 452 , 452 , 452 , 452 , 452 , 452 , 452 , 452
190 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450 , 450
191 , 448 , 448 , 448 , 448 , 448 , 448 , 448 , 448 , 448 , 448
192 , 445 , 445 , 445 , 445 , 445 , 445 , 445 , 445 , 445 , 445
193 , 442 , 442 , 442 , 442 , 442 , 442 , 442 , 442 , 442 , 442
194 , 437 , 437 , 437 , 437 , 437 , 437 , 437 , 437 , 437 , 437
195 , 433 , 433 , 433 , 433 , 433 , 433 , 433 , 433 , 433 , 433
196 , 427 , 427 , 427 , 427 , 427 , 427 , 427 , 427 , 427 , 427
197 , 421 , 421 , 421 , 421 , 421 , 421 , 421 , 421 , 421 , 421
198 , 415 , 415 , 415 , 415 , 415 , 415 , 415 , 415 , 415 , 415
199 , 409 , 409 , 409 , 409 , 409 , 409 , 409 , 409 , 409 , 409
200 , 402 , 402 , 402 , 402 , 402 , 402 , 402 , 402 , 402 , 402
201 , 394 , 394 , 394 , 394 , 394 , 394 , 394 , 394 , 394 , 394
202 , 387 , 387 , 387 , 387 , 387 , 387 , 387 , 387 , 387 , 387
203 , 379 , 379 , 379 , 379 , 379 , 379 , 379 , 379 , 379 , 379
204 , 370 , 370 , 370 , 370 , 370 , 370 , 370 , 370 , 370 , 370
205 , 361 , 361 , 361 , 361 , 361 , 361 , 361 , 361 , 361 , 361
206 , 352 , 352 , 352 , 352 , 352 , 352 , 352 , 352 , 352 , 352
207 , 341 , 341 , 341 , 341 , 341 , 341 , 341 , 341 , 341 , 341
208 , 329 , 329 , 329 , 329 , 329 , 329 , 329 , 329 , 329 , 329
209 , 317 , 317 , 317 , 317 , 317 , 317 , 317 , 317 , 317 , 317
210 , 303 , 303 , 303 , 303 , 303 , 303 , 303 , 303 , 303 , 303
211 , 289 , 289 , 289 , 289 , 289 , 289 , 289 , 289 , 289 , 289
212 , 273 , 273 , 273 , 273 , 273 , 273 , 273 , 273 , 273 , 273
213 , 256 , 256 , 256 , 256 , 256 , 256 , 256 , 256 , 256 , 256
214 , 239 , 239 , 239 , 239 , 239 , 239 , 239 , 239 , 239 , 239
215 , 222 , 222 , 222 , 222 , 222 , 222 , 222 , 222 , 222 , 222
216 , 205 , 205 , 205 , 205 , 205 , 205 , 205 , 205 , 205 , 205
217 , 188 , 188 , 188 , 188 , 188 , 188 , 188 , 188 , 188 , 188
218 , 172 , 172 , 172 , 172 , 172 , 172 , 172 , 172 , 172 , 172
219 , 157 , 157 , 157 , 157 , 157 , 157 , 157 , 157 , 157 , 157
220 , 143 , 143 , 143 , 143 , 143 , 143 , 143 , 143 , 143 , 143
221 , 130 , 130 , 130 , 130 , 130 , 130 , 130 , 130 , 130 , 130
222 , 118 , 118 , 118 , 118 , 118 , 118 , 118 , 118 , 118 , 118
223 , 108 , 108 , 108 , 108 , 108 , 108 , 108 , 108 , 108 , 108
224 , 99 , 99 , 99 , 99 , 99 , 99 , 99 , 99 , 99 , 99
225 , 91 , 91 , 91 , 91 , 91 , 91 , 91 , 91 , 91 , 91
226 , 84 , 84 , 84 , 84 , 84 , 84 , 84 , 84 , 84 , 84
227 , 77 , 77 , 77 , 77 , 77 , 77 , 77 , 77 , 77 , 77
228 , 71 , 71 , 71 , 71 , 71 , 71 , 71 , 71 , 71 , 71
229 , 66 , 66 , 66 , 66 , 66 , 66 , 66 , 66 , 66 , 66
230 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61
231 , 55 , 55 , 55 , 55 , 55 , 55 , 55 , 55 , 55 , 55
232 , 50 , 50 , 50 , 50 , 50 , 50 , 50 , 50 , 50 , 50
233 , 46 , 46 , 46 , 46 , 46 , 46 , 46 , 46 , 46 , 46
234 , 41 , 41 , 41 , 41 , 41 , 41 , 41 , 41 , 41 , 41
235 , 37 , 37 , 37 , 37 , 37 , 37 , 37 , 37 , 37 , 37
236 , 33 , 33 , 33 , 33 , 33 , 33 , 33 , 33 , 33 , 33
237 , 29 , 29 , 29 , 29 , 29 , 29 , 29 , 29 , 29 , 29
238 , 26 , 26 , 26 , 26 , 26 , 26 , 26 , 26 , 26 , 26
239 , 23 , 23 , 23 , 23 , 23 , 23 , 23 , 23 , 23 , 23
240 , 20 , 20 , 20 , 20 , 20 , 20 , 20 , 20 , 20 , 20
241 , 18 , 18 , 18 , 18 , 18 , 18 , 18 , 18 , 18 , 18
242 , 16 , 16 , 16 , 16 , 16 , 16 , 16 , 16 , 16 , 16
243 , 14 , 14 , 14 , 14 , 14 , 14 , 14 , 14 , 14 , 14
244 , 13 , 13 , 13 , 13 , 13 , 13 , 13 , 13 , 13 , 13
245 , 12 , 12 , 12 , 12 , 12 , 12 , 12 , 12 , 12 , 12
246 , 11 , 11 , 11 , 11 , 11 , 11 , 11 , 11 , 11 , 11
247 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
248 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
249 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
250 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
251 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
252 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
253 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
254 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
255 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
256 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
257 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
258 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
259 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
260 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
261 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
262 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
263 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
264 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
265 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
266 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
267 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
268 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
269 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
270 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
271 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
272 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
273 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
274 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
275 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
276 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
277 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
278 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
279 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
280 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9 , 9
281 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
282 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
283 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
284 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
285 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
286 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
287 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10 , 10
